item,title
2532,Conquest of the Planet of the Apes
2533,Escape from the Planet of the Apes
2534,Avalanche
2535,Earthquake
2536,The Concorde: Airport '79
2537,Beyond the Poseidon Adventure
2538,Dancemaker
2539,Analyze This
2540,The Corruptor
2541,Cruel Intentions
2542,"Lock, Stock & Two Smoking Barrels"
2543,Six Ways to Sunday
2544,"School of Flesh, The (L' École de la chair)"
2545,Relax... It's Just Sex
2546,The Deep End of the Ocean
2548,The Rage: Carrie 2
2549,Wing Commander
2550,The Haunting
2551,Dead Ringers
2552,My Boyfriend's Back
2553,Village of the Damned
2554,Children of the Damned
2555,Baby Geniuses
2556,Telling You
2557,I Stand Alone (Seul contre tous)
2558,Forces of Nature
2559,The King and I
2560,Ravenous
2561,True Crime
2562,Bandits
2563,Beauty
2565,The King and I
2566,Doug's 1st Movie
2567,EDtv
2568,The Mod Squad
2569,Among Giants
2570,"Walk on the Moon, A"
2571,The Matrix
2572,10 Things I Hate About You
2573,Tango
2574,The Out-of-Towners
2575,"Dreamlife of Angels, The (La Vie rêvée des anges)"
2576,"Love, etc."
2577,Metroland
2578,The Sticky Fingers of Time
2579,Following
2580,Go
2581,Never Been Kissed
2582,Twin Dragons (Shuang long hui)
2583,Cookie's Fortune
2584,Foolish
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)"
2586,"Goodbye, Lover"
2587,Life
2589,Friends & Lovers
2590,Hideous Kinky
2591,Jeanne and the Perfect Guy (Jeanne et le garçon formidable)
2592,The Joyriders
2593,"Monster, The (Il Mostro)"
2594,Open Your Eyes (Abre los ojos)
2596,SLC Punk!
2597,Lost & Found
2598,Pushing Tin
2599,Election
2600,eXistenZ
2602,Mighty Peking Man (Hsing hsing wang)
2605,Entrapment
2606,Idle Hands
2607,Get Real
2608,Heaven
2609,"King of Masks, The (Bian Lian)"
2610,Three Seasons
2611,The Winslow Boy
2612,Mildred Pierce
2613,Night of the Comet
2614,Chopping Mall (a.k.a. Killbots)
2615,My Science Project
2616,Dick Tracy
2617,The Mummy
2618,The Castle
2619,Mascara
2620,This Is My Father
2621,Xiu Xiu: The Sent-Down Girl (Tian yu)
2622,"Midsummer Night's Dream, A"
2623,Trippin'
2624,After Life
2625,Black Mask (Hak hap)
2626,Edge of Seventeen
2627,Endurance
2628,Star Wars: Episode I - The Phantom Menace
2629,The Love Letter
2630,Besieged (L' Assedio)
2631,Frogs for Snakes
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)"
2633,The Mummy
2634,The Mummy
2635,The Mummy's Curse
2636,The Mummy's Ghost
2637,The Mummy's Hand
2638,The Mummy's Tomb
2639,Mommie Dearest
2640,Superman
2641,Superman II
2642,Superman III
2643,Superman IV: The Quest for Peace
2644,Dracula
2645,Dracula
2646,House of Dracula
2647,House of Frankenstein
2648,Frankenstein
2649,Son of Frankenstein
2650,The Ghost of Frankenstein
2651,Frankenstein Meets the Wolf Man
2652,The Curse of Frankenstein
2653,Son of Dracula
2654,The Wolf Man
2655,Howling II: Your Sister Is a Werewolf
2656,Tarantula
2657,The Rocky Horror Picture Show
2658,The Flying Saucer
2659,It Came from Hollywood
2660,The Thing From Another World
2661,It Came from Outer Space
2662,The War of the Worlds
2663,It Came from Beneath the Sea
2664,Invasion of the Body Snatchers
2665,Earth Vs. the Flying Saucers
2666,It Conquered the World
2667,The Mole People
2668,Swamp Thing
2669,Pork Chop Hill
2670,"Run Silent, Run Deep"
2671,Notting Hill
2672,The Thirteenth Floor
2673,Eternity and a Day (Mia eoniotita ke mia mera )
2674,The Loss of Sexual Innocence
2675,Twice Upon a Yesterday
2676,Instinct
2677,Buena Vista Social Club
2678,Desert Blue
2679,Finding North
2681,Free Enterprise
2682,Limbo
2683,Austin Powers: The Spy Who Shagged Me
2685,"Red Dwarf, The (Le Nain rouge)"
2686,"Red Violin, The (Le Violon rouge)"
2687,Tarzan
2688,The General's Daughter
2689,Get Bruce
2690,"Ideal Husband, An"
2691,"Legend of 1900, The (Leggenda del pianista sull'oceano)"
2692,Run Lola Run (Lola rennt)
2693,Trekkies
2694,Big Daddy
2695,The Boys
2696,"Dinner Game, The (Le Dîner de cons)"
2697,My Son the Fanatic
2699,Arachnophobia
2700,"South Park: Bigger, Longer and Uncut"
2701,Wild Wild West
2702,Summer of Sam
2703,Broken Vessels
2704,"Lovers on the Bridge, The (Les Amants du Pont-Neuf)"
2705,"Late August, Early September (Fin août, début septembre)"
2706,American Pie
2707,Arlington Road
2708,"Autumn Tale, An (Conte d'automne)"
2709,Muppets From Space
2710,The Blair Witch Project
2711,My Life So Far
2712,Eyes Wide Shut
2713,Lake Placid
2714,The Wood
2715,The Velocity of Gary
2716,Ghostbusters
2717,Ghostbusters II
2718,Drop Dead Gorgeous
2719,The Haunting
2720,Inspector Gadget
2721,Trick
2722,Deep Blue Sea
2723,Mystery Men
2724,Runaway Bride
2725,Twin Falls Idaho
2726,The Killing
2727,Killer's Kiss
2728,Spartacus
2729,Lolita
2730,Barry Lyndon
2731,"400 Blows, The (Les Quatre cents coups)"
2732,Jules and Jim (Jules et Jim)
2733,Vibes
2734,The Mosquito Coast
2735,The Golden Child
2736,Brighton Beach Memoirs
2737,Assassination
2738,Crimes of the Heart
2739,The Color Purple
2740,The Kindred
2741,No Mercy
2742,Ménage (Tenue de soirée)
2743,Native Son
2744,Otello
2745,The Mission
2746,Little Shop of Horrors
2747,The Little Shop of Horrors
2748,Allan Quartermain and the Lost City of Gold
2749,The Morning After
2750,Radio Days
2751,From the Hip
2752,Outrageous Fortune
2753,The Bedroom Window
2754,Deadtime Stories
2755,Light of Day
2756,Wanted: Dead or Alive
2757,Frances
2758,Plenty
2759,Dick
2760,"Gambler, The (A Játékos)"
2761,The Iron Giant
2762,The Sixth Sense
2763,The Thomas Crown Affair
2764,The Thomas Crown Affair
2765,The Acid House
2766,The Adventures of Sebastian Cole
2767,Illuminata
2768,Stiff Upper Lips
2769,The Yards
2770,Bowfinger
2771,Brokedown Palace
2772,Detroit Rock City
2773,Alice and Martin (Alice et Martin)
2774,Better Than Chocolate
2775,Head On
2776,"Marcello Mastroianni: I Remember Yes, I Remember"
2777,Cobra
2778,Never Talk to Strangers
2779,Heaven Can Wait
2780,The Raven
2781,The Tingler
2782,Pit and the Pendulum
2783,The Tomb of Ligeia
2784,The Masque of the Red Death
2785,Tales of Terror
2786,Haunted Honeymoon
2787,Cat's Eye
2788,And Now for Something Completely Different
2789,Damien: Omen II
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict)"
2791,Airplane!
2792,Airplane II: The Sequel
2793,"American Werewolf in Paris, An"
2794,European Vacation
2795,Vacation
2796,Funny Farm
2797,Big
2798,Problem Child
2799,Problem Child 2
2800,Little Nemo: Adventures in Slumberland
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda)
2802,Tequila Sunrise
2803,The Pelican Brief
2804,"Christmas Story, A"
2805,Mickey Blue Eyes
2806,Teaching Mrs. Tingle
2807,Universal Soldier: The Return
2808,Universal Soldier
2809,Love Stinks
2810,Perfect Blue
2811,With Friends Like These...
2812,In Too Deep
2813,The Source
2814,The Bat
2815,Iron Eagle
2816,Iron Eagle II
2817,Aces: Iron Eagle III
2818,Iron Eagle IV
2819,Three Days of the Condor
2820,Hamlet
2821,Male and Female
2822,Medicine Man
2823,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See)"
2824,On the Ropes
2825,Rosie
2826,The 13th Warrior
2827,The Astronaut's Wife
2828,Dudley Do-Right
2829,The Muse
2830,Cabaret Balkan (Bure Baruta)
2831,"Dog of Flanders, A"
2833,Lucie Aubrac
2834,The Very Thought of You
2835,Chill Factor
2836,Outside Providence
2837,Bedrooms & Hallways
2839,West Beirut (West Beyrouth)
2840,Stigmata
2841,Stir of Echoes
2842,Best Laid Plans
2843,"Black Cat, White Cat (Crna macka, beli macor)"
2844,The Minus Man
2845,White Boys
2846,The Adventures of Milo and Otis
2847,Only Angels Have Wings
2848,Othello
2849,Queens Logic
2850,Public Access
2851,Saturn 3
2852,"Soldier's Story, A"
2853,"Communion (a.k.a. Alice, Sweet Alice/Holy Terror)"
2854,Don't Look in the Basement!
2855,Nightmares
2856,I Saw What You Did
2857,Yellow Submarine
2858,American Beauty
2859,Stop Making Sense
2860,Blue Streak
2861,For Love of the Game
2862,Caligula
2863,"Hard Day's Night, A"
2864,Splendor
2865,Sugar Town
2866,The Buddy Holly Story
2867,Fright Night
2868,Fright Night Part II
2869,"Separation, The (La Séparation)"
2870,Barefoot in the Park
2871,Deliverance
2872,Excalibur
2873,Lulu on the Bridge
2874,The Pajama Game
2875,Sommersby
2876,Thumbelina
2877,Tommy
2878,Hell Night
2879,Operation Condor (Feiying gaiwak)
2880,Operation Condor 2 (Longxiong hudi)
2881,Double Jeopardy
2882,Jakob the Liar
2883,Mumford
2884,Dog Park
2885,Guinevere
2886,The Adventures of Elmo in Grouchland
2887,Simon Sez
2888,Drive Me Crazy
2889,"Mystery, Alaska"
2890,Three Kings
2891,"Happy, Texas"
2892,New Rose Hotel
2893,Plunkett & MaCleane
2894,Romance
2895,Napoleon and Samantha
2896,Alvarez Kelly
2897,And the Ship Sails On (E la nave va)
2898,The Dark Half
2899,Gulliver's Travels
2900,Monkey Shines
2901,Phantasm
2902,Psycho II
2903,Psycho III
2904,Rain
2905,Sanjuro
2906,Random Hearts
2907,Superstar
2908,Boys Don't Cry
2909,"Five Wives, Three Secretaries and Me"
2911,"Grandfather, The (El Abuelo)"
2912,The Limey
2913,The Mating Habits of the Earthbound Human
2914,Molly
2915,Risky Business
2916,Total Recall
2917,Body Heat
2918,Ferris Bueller's Day Off
2919,Year of Living Dangerously
2920,Children of Paradise (Les enfants du paradis)
2921,High Plains Drifter
2922,Hang 'em High
2923,Citizen's Band (a.k.a. Handle with Care)
2924,Drunken Master (Zui quan)
2925,"Conformist, The (Il Conformista)"
2926,Hairspray
2927,Brief Encounter
2928,The Razor's Edge
2929,Reds
2930,Return with Honor
2931,Time of the Gypsies (Dom za vesanje)
2932,Days of Heaven
2933,"Fire Within, The (Le Feu Follet)"
2934,"Love Bewitched, A (El Amor Brujo)"
2935,The Lady Eve
2936,Sullivan's Travels
2937,The Palm Beach Story
2938,Man Facing Southeast (Hombre Mirando al Sudeste)
2939,Niagara
2940,Gilda
2941,South Pacific
2942,Flashdance
2943,Indochine
2944,The Dirty Dozen
2945,Mike's Murder
2946,Help!
2947,Goldfinger
2948,From Russia with Love
2949,Dr. No
2950,The Blue Lagoon
2951,"Fistful of Dollars, A"
2952,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight)"
2953,Home Alone 2: Lost in New York
2955,Penitentiary II
2956,Someone to Watch Over Me
2959,Fight Club
2960,Beefcake
2961,The Story of Us
2962,Fever Pitch
2963,Joe the King
2964,Julien Donkey-Boy
2965,The Omega Code
2966,The Straight Story
2967,The Bad Seed
2968,Time Bandits
2969,"Man and a Woman, A (Un Homme et une Femme)"
2970,Fitzcarraldo
2971,All That Jazz
2972,Red Sorghum (Hong Gao Liang)
2973,Crimes and Misdemeanors
2974,Bats
2975,The Best Man
2976,Bringing Out the Dead
2977,Crazy in Alabama
2978,Three to Tango
2979,Body Shots
2981,"Brother, Can You Spare a Dime?"
2982,The Guardian
2983,The Ipcress File
2984,On Any Sunday
2985,Robocop
2986,Robocop 2
2987,Who Framed Roger Rabbit?
2988,Melvin and Howard
2989,For Your Eyes Only
2990,Licence to Kill
2991,Live and Let Die
2992,Rawhead Rex
2993,Thunderball
2994,The City
2995,The House on Haunted Hill
2996,Music of the Heart
2997,Being John Malkovich
2998,Dreaming of Joseph Lees
2999,Man of the Century
3000,"Princess Mononoke, The (Mononoke Hime)"
3001,The Suburbans
3002,My Best Fiend (Mein liebster Feind)
3003,Train of Life (Train De Vie)
3004,The Bachelor
3005,The Bone Collector
3006,The Insider
3007,American Movie
3008,Last Night
3010,Rosetta
3011,"They Shoot Horses, Don't They?"
3012,Battling Butler
3013,Bride of Re-Animator
3014,Bustin' Loose
3015,Coma
3016,Creepshow
3017,Creepshow 2
3018,Re-Animator
3019,Drugstore Cowboy
3020,Falling Down
3021,The Funhouse
3022,The General
3024,Piranha
3025,Rough Night in Jericho
3026,Slaughterhouse
3027,Slaughterhouse 2
3028,The Taming of the Shrew
3029,Nighthawks
3030,Yojimbo
3031,Repossessed
3032,The Omega Man
3033,Spaceballs
3034,Robin Hood
3035,Mister Roberts
3036,Quest for Fire
3037,Little Big Man
3038,"Face in the Crowd, A"
3039,Trading Places
3040,Meatballs
3041,Meatballs Part II
3042,Meatballs III
3043,Meatballs 4
3044,Dead Again
3045,Peter's Friends
3046,The Incredibly True Adventure of Two Girls in Love
3047,Experience Preferred... But Not Essential
3048,Under the Rainbow
3049,How I Won the War
3050,Light It Up
3051,Anywhere But Here
3052,Dogma
3053,The Messenger: The Story of Joan of Arc
3054,Pokémon: The First Movie
3055,Felicia's Journey
3056,Oxygen
3057,Where's Marlowe?
3058,The Ape
3060,The Commitments
3061,Holiday Inn
3062,The Longest Day
3063,Poison Ivy
3064,Poison Ivy: New Seduction
3065,Ten Benny
3066,Tora! Tora! Tora!
3067,Women on the Verge of a Nervous Breakdown
3068,The Verdict
3069,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
3070,The Adventures of Buckaroo Bonzai Across the 8th Dimension
3071,Stand and Deliver
3072,Moonstruck
3073,The Sandpiper
3074,Jeremiah Johnson
3075,Repulsion
3076,Irma la Douce
3077,42 Up
3078,Liberty Heights
3079,Mansfield Park
3081,Sleepy Hollow
3082,The World Is Not Enough
3083,All About My Mother (Todo Sobre Mi Madre)
3084,Home Page
3085,"Living Dead Girl, The (La Morte Vivante)"
3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland)
3087,Scrooged
3088,Harvey
3089,"Bicycle Thief, The (Ladri di biciclette)"
3090,Matewan
3091,Kagemusha
3092,Chushingura
3093,McCabe & Mrs. Miller
3094,Maurice
3095,The Grapes of Wrath
3096,My Man Godfrey
3097,The Shop Around the Corner
3098,The Natural
3099,Shampoo
3100,"River Runs Through It, A"
3101,Fatal Attraction
3102,Jagged Edge
3103,Stanley & Iris
3104,Midnight Run
3105,Awakenings
3106,Come See the Paradise
3107,Backdraft
3108,The Fisher King
3109,The River
3110,Country
3111,Places in the Heart
3112,'Night Mother
3113,End of Days
3114,Toy Story 2
3115,Flawless
3116,Miss Julie
3117,Ride with the Devil
3118,Tumbleweeds
3119,Bay of Blood (Reazione a catena)
3120,The Distinguished Gentleman
3121,The Hitch-Hiker
3122,Santa Fe Trail
3123,Spring Fever USA (a.k.a. Lauderdale)
3124,Agnes Browne
3125,The End of the Affair
3126,The End of the Affair
3127,Holy Smoke
3128,"Map of the World, A"
3129,Sweet and Lowdown
3130,Bonfire of the Vanities
3131,Broadway Damage
3132,Daddy Long Legs
3133,Go West
3134,"Grand Illusion (Grande illusion, La)"
3135,The Great Santini
3136,The James Dean Story
3137,The Sea Wolves
3138,Stealing Home
3139,Tarzan the Fearless
3140,The Three Ages
3141,The Two Jakes
3142,U2: Rattle and Hum
3143,Hell in the Pacific
3144,The Glass Bottom Boat
3145,The Cradle Will Rock
3146,Deuce Bigalow: Male Gigolo
3147,The Green Mile
3148,The Cider House Rules
3149,Diamonds
3150,The War Zone
3151,The Bat Whispers
3152,The Last Picture Show
3153,The 7th Voyage of Sinbad
3154,Blood on the Sun
3155,Anna and the King
3156,Bicentennial Man
3157,Stuart Little
3158,"Emperor and the Assassin, The (Jing ke ci qin wang)"
3159,Fantasia 2000
3160,Magnolia
3161,Onegin
3162,Simpatico
3163,Topsy-Turvy
3164,The Alley Cats
3165,Boiling Point
3166,Brenda Starr
3167,Carnal Knowledge
3168,Easy Rider
3169,The Falcon and the Snowman
3171,Room at the Top
3172,Ulysses (Ulisse)
3173,Any Given Sunday
3174,Man on the Moon
3175,Galaxy Quest
3176,The Talented Mr. Ripley
3177,Next Friday
3178,The Hurricane
3179,Angela's Ashes
3180,Play it to the Bone
3181,Titus
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.
3183,The Third Miracle
3184,Montana
3185,Snow Falling on Cedars
3186,"Girl, Interrupted"
3187,Trans
3188,The Life and Times of Hank Greenberg
3189,My Dog Skip
3190,Supernova
3192,"Terrorist, The (Malli)"
3194,The Way We Were
3196,Stalag 17
3197,The Presidio
3198,Papillon
3199,Pal Joey
3200,The Last Detail
3201,Five Easy Pieces
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen)
3203,Dead Calm
3204,The Boys from Brazil
3205,Black Sunday (La Maschera Del Demonio)
3206,Against All Odds
3207,The Snows of Kilimanjaro
3208,Loaded Weapon 1
3209,The Loves of Carmen
3210,Fast Times at Ridgemont High
3211,"Cry in the Dark, A"
3212,Born to Win
3213,Batman: Mask of the Phantasm
3214,American Flyers
3215,Voyage of the Damned
3216,Vampyros Lesbos (Las Vampiras)
3217,"Star Is Born, A"
3218,Poison
3219,Pacific Heights
3220,Night Tide
3221,The Draughtsman's Contract
3222,Carmen
3223,"Zed & Two Noughts, A"
3224,Woman in the Dunes (Suna no onna)
3225,Down to You
3228,Wirey Spindell
3229,Another Man's Poison
3230,The Odessa File
3232,Seven Chances
3233,Smashing Time
3235,Where the Buffalo Roam
3236,Zachariah
3237,Kestrel's Eye (Falkens öga)
3238,Eye of the Beholder
3239,Isn't She Great?
3240,The Big Tease
3241,"Cup, The (Phörpa)"
3242,Santitos
3243,Encino Man
3244,The Goodbye Girl
3245,I Am Cuba (Soy Cuba/Ya Kuba)
3246,Malcolm X
3247,Sister Act
3248,Sister Act 2: Back in the Habit
3249,The Hand That Rocks the Cradle
3250,Alive
3251,Agnes of God
3252,Scent of a Woman
3253,Wayne's World
3254,Wayne's World 2
3255,"League of Their Own, A"
3256,Patriot Games
3257,The Bodyguard
3258,Death Becomes Her
3259,Far and Away
3260,Howards End
3261,Singles
3262,Twin Peaks: Fire Walk with Me
3263,White Men Can't Jump
3264,Buffy the Vampire Slayer
3265,Hard-Boiled (Lashou shentan)
3266,Man Bites Dog (C'est arrivé près de chez vous)
3267,"Mariachi, El"
3268,Stop! Or My Mom Will Shoot
3269,Forever Young
3270,The Cutting Edge
3271,Of Mice and Men
3272,Bad Lieutenant
3273,Scream 3
3274,Single White Female
3275,The Boondock Saints
3276,Gun Shy
3277,Beloved/Friend (Amigo/Amado)
3280,The Baby
3281,The Brandon Teena Story
3282,Different for Girls
3283,Minnie and Moskowitz
3284,They Might Be Giants
3285,The Beach
3286,Snow Day
3287,The Tigger Movie
3288,Cotton Mary
3289,Not One Less (Yi ge dou bu neng shao)
3290,Soft Toilet Seats
3291,Trois
3292,The Big Combo
3293,Conceiving Ada
3294,Eaten Alive
3295,Raining Stones
3296,To Sir with Love
3297,With Byrd at the South Pole
3298,Boiler Room
3299,Hanging Up
3300,Pitch Black
3301,The Whole Nine Yards
3302,Beautiful People
3303,Black Tar Heroin: The Dark End of the Street
3304,Blue Collar
3305,Bluebeard
3306,The Circus
3307,City Lights
3308,The Flamingo Kid
3309,"Dog's Life, A"
3310,The Kid
3311,The Man from Laramie
3312,The McCullochs
3313,Class Reunion
3314,The Big Trees
3315,Happy Go Lovely
3316,Reindeer Games
3317,Wonder Boys
3318,Deterrence
3319,Judy Berlin
3320,Mifune (Mifunes sidste sang)
3321,The Waiting Game
3322,3 Strikes
3323,Chain of Fools
3324,Drowning Mona
3325,The Next Best Thing
3326,What Planet Are You From?
3327,Beyond the Mat
3328,Ghost Dog: The Way of the Samurai
3329,The Year My Voice Broke
3330,Splendor in the Grass
3331,My Tutor
3333,The Killing of Sister George
3334,Key Largo
3335,Jail Bait
3336,It Happened Here
3337,I'll Never Forget What's 'is Name
3338,For All Mankind
3339,Cross of Iron
3340,Bride of the Monster
3341,Born Yesterday
3342,Birdy
3343,And God Created Woman
3344,Blood Feast
3345,"Charlie, the Lonesome Cougar"
3346,Color Me Blood Red
3347,Never Cry Wolf
3349,The Perils of Pauline
3350,"Raisin in the Sun, A"
3351,Two Thousand Maniacs!
3352,Brown's Requiem
3353,The Closer You Get
3354,Mission to Mars
3355,The Ninth Gate
3357,East-West (Est-ouest)
3358,Defending Your Life
3359,Breaking Away
3360,Hoosiers
3361,Bull Durham
3362,Dog Day Afternoon
3363,American Graffiti
3364,The Asphalt Jungle
3365,The Searchers
3366,Where Eagles Dare
3367,The Devil's Brigade
3368,The Big Country
3370,Betrayed
3371,Bound for Glory
3372,The Bridge at Remagen
3373,Buck and the Preacher
3374,Daughters of the Dust
3375,Destination Moon
3376,"Fantastic Night, The (La Nuit Fantastique)"
3377,Hangmen Also Die
3378,"Ogre, The (Der Unhold)"
3379,On the Beach
3380,Railroaded!
3381,Slaves to the Underground
3382,Song of Freedom
3384,The Taking of Pelham One Two Three
3385,Volunteers
3386,JFK
3387,Who's Harry Crumb?
3388,Harry and the Hendersons
3389,Let's Get Harry
3390,Shanghai Surprise
3391,Who's That Girl?
3392,She-Devil
3393,Date with an Angel
3394,Blind Date
3395,Nadine
3396,The Muppet Movie
3397,The Great Muppet Caper
3398,The Muppets Take Manhattan
3399,Sesame Street Presents Follow That Bird
3400,We're Back! A Dinosaur's Story
3401,Baby... Secret of the Lost Legend
3402,Turtle Diary
3403,Raise the Titanic
3404,Titanic
3405,"Night to Remember, A"
3406,Captain Horatio Hornblower
3407,"Carriers Are Waiting, The (Les Convoyeurs Attendent)"
3408,Erin Brockovich
3409,Final Destination
3410,Soft Fruit
3412,The Bear
3413,Impact
3414,Love Is a Many-Splendored Thing
3415,"Mirror, The (Zerkalo)"
3416,"Trial, The (Le Procès)"
3417,The Crimson Pirate
3418,Thelma & Louise
3419,Something for Everyone
3420,...And Justice for All
3421,Animal House
3422,She's Gotta Have It
3423,School Daze
3424,Do the Right Thing
3425,Mo' Better Blues
3426,Jungle Fever
3427,Coogan's Bluff
3428,The Champ
3429,Creature Comforts
3430,Death Wish
3431,Death Wish II
3432,Death Wish 3
3433,Death Wish 4: The Crackdown
3434,Death Wish V: The Face of Death
3435,Double Indemnity
3436,Dying Young
3437,Cool as Ice
3438,Teenage Mutant Ninja Turtles
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3440,Teenage Mutant Ninja Turtles III
3441,Red Dawn
3442,Band of the Hand
3443,Born American
3444,Bloodsport
3445,Eyes of Laura Mars
3446,Funny Bones
3447,The Good Earth
3448,"Good Morning, Vietnam"
3449,The Good Mother
3450,Grumpy Old Men
3451,Guess Who's Coming to Dinner
3452,Romeo Must Die
3453,Here on Earth
3454,Whatever It Takes
3456,"Color of Paradise, The (Rang-e Khoda)"
3457,Waking the Dead
3458,Blood and Sand (Sangre y Arena)
3459,Gothic
3460,Hillbillys in a Haunted House
3461,Lord of the Flies
3462,Modern Times
3463,Last Resort
3464,Solar Crisis
3465,That's Life!
3466,Heart and Souls
3467,Hud
3468,The Hustler
3469,Inherit the Wind
3470,Dersu Uzala
3471,Close Encounters of the Third Kind
3472,Horror Hotel (a.k.a. The City of the Dead)
3473,Jonah Who Will Be 25 in the Year 2000
3474,Retroactive
3475,"Place in the Sun, A"
3476,Jacob's Ladder
3477,Empire Records
3478,"Bamba, La"
3479,Ladyhawke
3480,Lucas
3481,High Fidelity
3482,Price of Glory
3483,The Road to El Dorado
3484,The Skulls
3485,Autopsy (Macchie Solari)
3486,Devil Girl From Mars
3487,"Dorado, El"
3488,The Hideous Sun Demon
3489,Hook
3490,Horror Express
3491,My Chauffeur
3492,The Son of the Sheik
3493,Torso (Corpi Presentano Tracce di Violenza Carnale)
3494,True Grit
3495,Roadside Prophets
3496,Madame Sousatzka
3497,Max Dugan Returns
3498,Midnight Express
3499,Misery
3500,Mr. Saturday Night
3501,Murphy's Romance
3502,My Life
3503,Solaris (Solyaris)
3504,Network
3505,No Way Out
3506,North Dallas Forty
3507,The Odd Couple
3508,The Outlaw Josey Wales
3509,Black and White
3510,Frequency
3511,Ready to Rumble
3512,Return to Me
3513,Rules of Engagement
3514,Joe Gould's Secret
3515,Me Myself I
3516,"Bell, Book and Candle"
3517,The Bells
3518,The End of Violence
3519,Force 10 from Navarone
3520,How to Stuff a Wild Bikini
3521,Mystery Train
3522,Sacco and Vanzetti (Sacco e Vanzetti)
3523,Taffin
3524,Arthur
3525,Bachelor Party
3526,Parenthood
3527,Predator
3528,The Prince of Tides
3529,The Postman Always Rings Twice
3530,Smoking/No Smoking
3531,All the Vermeers in New York
3532,Freedom for Us (À nous la liberté )
3533,"Actor's Revenge, An (Yukinojo Henge)"
3534,28 Days
3535,American Psycho
3536,Keeping the Faith
3537,Where the Money Is
3538,East is East
3539,The Filth and the Fury
3540,Passion of Mind
3542,Coming Apart
3543,Diner
3544,Shakes the Clown
3545,Cabaret
3546,What Ever Happened to Baby Jane?
3547,Prick Up Your Ears
3548,Auntie Mame
3549,Guys and Dolls
3550,The Hunger
3551,Marathon Man
3552,Caddyshack
3553,Gossip
3554,Love and Basketball
3555,U-571
3556,The Virgin Suicides
3557,Jennifer 8
3559,Limelight
3562,Committed
3563,The Crow: Salvation
3564,The Flintstones in Viva Rock Vegas
3565,Where the Heart Is
3566,The Big Kahuna
3567,Bossa Nova
3568,Smiling Fish and Goat on Fire
3569,"Idiots, The (Idioterne)"
3570,The Last September
3571,Time Code
3572,Carnosaur
3573,Carnosaur 2
3574,Carnosaur 3: Primal Species
3575,Defying Gravity
3576,The Hidden
3577,Two Moon Juction
3578,Gladiator
3579,I Dreamed of Africa
3580,Up at the Villa
3581,Human Traffic
3584,Breathless
3585,The Great Locomotive Chase
3586,The Idolmaker
3587,Inferno
3588,The King of Marvin Gardens
3590,The Lords of Flatbush
3591,Mr. Mom
3592,Time Masters (Les Maîtres du Temps)
3593,Battlefield Earth
3594,Center Stage
3595,Held Up
3596,Screwed
3597,Whipped
3598,Hamlet
3599,Anchors Aweigh
3600,Blue Hawaii
3601,The Castaway Cowboy
3602,G. I. Blues
3603,The Gay Deceivers
3604,Gypsy
3605,King Creole
3606,On the Town
3607,One Little Indian
3608,Pee-wee's Big Adventure
3609,Regret to Inform
3610,Roustabout
3611,Saludos Amigos
3612,The Slipper and the Rose
3613,Things Change
3614,Honeymoon in Vegas
3615,Dinosaur
3616,Loser
3617,Road Trip
3618,Small Time Crooks
3619,The Hollywood Knights
3620,The Myth of Fingerprints
3621,Possession
3622,The Twelve Chairs
3623,Mission: Impossible 2
3624,Shanghai Noon
3625,Better Living Through Circuitry
3626,8 1/2 Women
3627,Carnival of Souls
3628,Flying Tigers
3629,The Gold Rush
3631,It's in the Water
3632,Monsieur Verdoux
3633,On Her Majesty's Secret Service
3634,Seven Days in May
3635,The Spy Who Loved Me
3636,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train)
3637,Vagabond (Sans toit ni loi)
3638,Moonraker
3639,The Man with the Golden Gun
3640,"King in New York, A"
3641,"Woman of Paris, A"
3642,In Old California
3643,The Fighting Seabees
3644,Dark Command
3645,Cleo From 5 to 7 (Cléo de 5 à 7)
3646,Big Momma's House
3647,Running Free
3648,The Abominable Snowman
3649,American Gigolo
3651,"Blood Spattered Bride, The (La Novia Ensangrentada)"
3652,City of the Living Dead (Paura nella città dei morti viventi)
3653,The Endless Summer
3654,The Guns of Navarone
3655,Blow-Out (La Grande Bouffe)
3656,Lured
3657,Pandora and the Flying Dutchman
3658,Quatermass and the Pit
3659,Quatermass II
3660,Puppet Master
3661,Puppet Master II
3662,Puppet Master III: Toulon's Revenge
3663,Puppet Master 4
3664,Puppet Master 5: The Final Chapter
3665,Curse of the Puppet Master
3666,Retro Puppetmaster
3667,Rent-A-Cop
3668,Romeo and Juliet
3669,Stay Tuned
3670,The Story of G.I. Joe
3671,Blazing Saddles
3672,Benji
3673,Benji the Hunted
